visit_day,visits
2167-04-22,11
2167-04-23,19
2167-04-24,22
2167-04-25,11
2167-04-26,17
2167-04-27,16
2167-04-28,8
2167-04-29,28
2167-04-30,10
2167-05-01,20
2167-05-02,12
2167-05-03,12
2167-05-04,15
2167-05-05,14
2167-05-06,21
2167-05-07,6
2167-05-08,9
2167-05-09,15
2167-05-10,16
2167-05-11,13
2167-05-12,12
2167-05-13,11
2167-05-14,14
2167-05-15,17
2167-05-16,11
2167-05-17,16
2167-05-18,17
2167-05-19,19
2167-05-20,19
2167-05-21,17
2167-05-22,9
2167-05-23,23
2167-05-24,17
2167-05-25,12
2167-05-26,14
2167-05-27,12
2167-05-28,19
2167-05-29,21
2167-05-30,19
2167-05-31,16
2167-06-01,11
2167-06-02,16
2167-06-03,15
2167-06-04,11
2167-06-05,16
2167-06-06,14
2167-06-07,18
2167-06-08,19
2167-06-09,21
2167-06-10,16
2167-06-11,13
2167-06-12,11
2167-06-13,17
2167-06-14,12
2167-06-15,18
2167-06-16,11
2167-06-17,13
2167-06-18,7
2167-06-19,16
2167-06-20,17
2167-06-21,13
2167-06-22,23
2167-06-23,13
2167-06-24,13
2167-06-25,17
2167-06-26,15
2167-06-27,15
2167-06-28,16
2167-06-29,15
2167-06-30,15
2167-07-01,17
2167-07-02,18
2167-07-03,12
2167-07-04,14
2167-07-05,16
2167-07-06,12
2167-07-07,9
2167-07-08,20
2167-07-09,11
2167-07-10,15
2167-07-11,19
2167-07-12,18
2167-07-13,12
2167-07-14,19
2167-07-15,9
2167-07-16,9
2167-07-17,12
2167-07-18,20
2167-07-19,15
2167-07-20,15
2167-07-21,13
2167-07-22,19
2167-07-23,15
2167-07-24,14
2167-07-25,11
2167-07-26,21
2167-07-27,14
2167-07-28,8
2167-07-29,17
2167-07-30,16
2167-07-31,23
2167-08-01,18
2167-08-02,14
2167-08-03,14
2167-08-04,6
2167-08-05,11
2167-08-06,14
2167-08-07,16
2167-08-08,10
2167-08-09,12
2167-08-10,16
2167-08-11,16
2167-08-12,14
2167-08-13,19
2167-08-14,19
2167-08-15,16
2167-08-16,17
2167-08-17,17
2167-08-18,14
2167-08-19,16
2167-08-20,16
2167-08-21,11
2167-08-22,8
2167-08-23,10
2167-08-24,13
2167-08-25,7
2167-08-26,17
2167-08-27,11
2167-08-28,15
2167-08-29,15
2167-08-30,16
2167-08-31,11
2167-09-01,13
2167-09-02,17
2167-09-03,10
2167-09-04,14
2167-09-05,17
2167-09-06,14
2167-09-07,13
2167-09-08,13
2167-09-09,11
2167-09-10,13
2167-09-11,16
2167-09-12,18
2167-09-13,9
2167-09-14,19
2167-09-15,14
2167-09-16,4
2167-09-17,17
2167-09-18,11
2167-09-19,16
2167-09-20,11
2167-09-21,12
2167-09-22,11
2167-09-23,14
2167-09-24,23
2167-09-25,16
2167-09-26,13
2167-09-27,15
2167-09-28,13
2167-09-29,13
2167-09-30,10
2167-10-01,16
2167-10-02,9
2167-10-03,13
2167-10-04,10
2167-10-05,13
2167-10-06,13
2167-10-07,13
2167-10-08,13
2167-10-09,14
2167-10-10,10
2167-10-11,13
2167-10-12,20
2167-10-13,12
2167-10-14,15
2167-10-15,16
2167-10-16,14
2167-10-17,10
2167-10-18,13
2167-10-19,12
2167-10-20,15
2167-10-21,14
2167-10-22,13
2167-10-23,21
2167-10-24,17
2167-10-25,19
2167-10-26,13
2167-10-27,15
2167-10-28,15
2167-10-29,13
2167-10-30,17
2167-10-31,15
2167-11-01,17
2167-11-02,14
2167-11-03,13
2167-11-04,9
2167-11-05,10
2167-11-06,11
2167-11-07,12
2167-11-08,12
2167-11-09,16
2167-11-10,18
2167-11-11,13
2167-11-12,16
2167-11-13,18
2167-11-14,9
2167-11-15,18
2167-11-16,6
2167-11-17,15
2167-11-18,9
2167-11-19,16
2167-11-20,11
2167-11-21,17
2167-11-22,11
2167-11-23,15
2167-11-24,15
2167-11-25,16
2167-11-26,15
2167-11-27,19
2167-11-28,11
2167-11-29,12
2167-11-30,11
2167-12-01,9
2167-12-02,17
2167-12-03,13
2167-12-04,21
2167-12-05,15
2167-12-06,6
2167-12-07,14
2167-12-08,15
2167-12-09,15
2167-12-10,20
2167-12-11,17
2167-12-12,15
2167-12-13,13
2167-12-14,18
2167-12-15,20
2167-12-16,13
2167-12-17,17
2167-12-18,12
2167-12-19,12
2167-12-20,14
2167-12-21,12
2167-12-22,15
2167-12-23,19
2167-12-24,16
2167-12-25,11
2167-12-26,22
2167-12-27,12
2167-12-28,16
2167-12-29,13
2167-12-30,14
2167-12-31,17
2168-01-01,14
2168-01-02,15
2168-01-03,13
2168-01-04,24
2168-01-05,14
2168-01-06,12
2168-01-07,8
2168-01-08,11
2168-01-09,17
2168-01-10,15
2168-01-11,15
2168-01-12,12
2168-01-13,13
2168-01-14,23
2168-01-15,8
2168-01-16,12
2168-01-17,22
2168-01-18,20
2168-01-19,11
2168-01-20,13
2168-01-21,22
2168-01-22,16
2168-01-23,6
2168-01-24,16
2168-01-25,17
2168-01-26,17
2168-01-27,21
2168-01-28,17
2168-01-29,17
2168-01-30,16
2168-01-31,15
2168-02-01,17
2168-02-02,16
2168-02-03,9
2168-02-04,8
2168-02-05,16
2168-02-06,15
2168-02-07,13
2168-02-08,10
2168-02-09,10
2168-02-10,10
2168-02-11,15
2168-02-12,10
2168-02-13,10
2168-02-14,22
2168-02-15,12
2168-02-16,21
2168-02-17,14
2168-02-18,18
2168-02-19,12
2168-02-20,15
2168-02-21,23
2168-02-22,17
2168-02-23,11
2168-02-24,14
2168-02-25,14
2168-02-26,11
2168-02-27,18
2168-02-28,14
2168-02-29,21
2168-03-01,9
2168-03-02,14
2168-03-03,14
2168-03-04,16
2168-03-05,14
2168-03-06,7
2168-03-07,14
2168-03-08,15
2168-03-09,16
2168-03-10,16
2168-03-11,13
2168-03-12,17
2168-03-13,9
2168-03-14,16
2168-03-15,12
2168-03-16,12
2168-03-17,16
2168-03-18,11
2168-03-19,18
2168-03-20,9
2168-03-21,17
2168-03-22,12
2168-03-23,12
2168-03-24,14
2168-03-25,15
2168-03-26,13
2168-03-27,12
2168-03-28,8
2168-03-29,17
2168-03-30,12
2168-03-31,14
2168-04-01,12
2168-04-02,14
2168-04-03,17
2168-04-04,15
2168-04-05,15
2168-04-06,14
2168-04-07,9
2168-04-08,17
2168-04-09,14
2168-04-10,14
2168-04-11,20
2168-04-12,8
2168-04-13,22
2168-04-14,13
2168-04-15,15
2168-04-16,10
2168-04-17,12
2168-04-18,12
2168-04-19,12
2168-04-20,12
2168-04-21,18
2168-04-22,10
2168-04-23,12
2168-04-24,22
2168-04-25,13
2168-04-26,16
2168-04-27,17
2168-04-28,14
2168-04-29,10
2168-04-30,12
2168-05-01,15
2168-05-02,14
2168-05-03,14
2168-05-04,14
2168-05-05,14
2168-05-06,18
2168-05-07,11
2168-05-08,13
2168-05-09,20
2168-05-10,11
2168-05-11,11
2168-05-12,13
2168-05-13,16
2168-05-14,13
2168-05-15,16
2168-05-16,17
2168-05-17,16
2168-05-18,12
2168-05-19,23
2168-05-20,9
2168-05-21,10
2168-05-22,22
2168-05-23,15
2168-05-24,12
2168-05-25,12
2168-05-26,11
2168-05-27,13
2168-05-28,9
2168-05-29,13
2168-05-30,12
2168-05-31,7
2168-06-01,15
2168-06-02,13
2168-06-03,19
2168-06-04,15
2168-06-05,15
2168-06-06,21
2168-06-07,15
2168-06-08,19
2168-06-09,17
2168-06-10,15
2168-06-11,14
2168-06-12,21
2168-06-13,11
2168-06-14,10
2168-06-15,17
2168-06-16,13
2168-06-17,8
2168-06-18,11
2168-06-19,17
2168-06-20,16
2168-06-21,18
2168-06-22,18
2168-06-23,10
2168-06-24,17
2168-06-25,19
2168-06-26,14
2168-06-27,12
2168-06-28,19
2168-06-29,16
2168-06-30,17
2168-07-01,10
2168-07-02,12
2168-07-03,11
2168-07-04,15
2168-07-05,13
2168-07-06,9
2168-07-07,14
2168-07-08,16
2168-07-09,11
2168-07-10,11
2168-07-11,26
2168-07-12,21
2168-07-13,17
2168-07-14,13
2168-07-15,16
2168-07-16,17
2168-07-17,13
2168-07-18,11
2168-07-19,12
2168-07-20,16
2168-07-21,13
2168-07-22,16
2168-07-23,13
2168-07-24,12
2168-07-25,18
2168-07-26,11
2168-07-27,13
2168-07-28,16
2168-07-29,18
2168-07-30,12
2168-07-31,12
2168-08-01,16
2168-08-02,14
2168-08-03,12
2168-08-04,16
2168-08-05,12
2168-08-06,11
2168-08-07,17
2168-08-08,12
2168-08-09,15
2168-08-10,24
2168-08-11,6
2168-08-12,14
2168-08-13,13
2168-08-14,19
2168-08-15,10
2168-08-16,7
2168-08-17,10
2168-08-18,22
2168-08-19,12
2168-08-20,20
2168-08-21,16
2168-08-22,12
2168-08-23,12
2168-08-24,11
2168-08-25,13
2168-08-26,9
2168-08-27,19
2168-08-28,17
2168-08-29,6
2168-08-30,10
2168-08-31,11
2168-09-01,10
2168-09-02,16
2168-09-03,15
2168-09-04,16
2168-09-05,12
2168-09-06,17
2168-09-07,16
2168-09-08,14
2168-09-09,17
2168-09-10,19
2168-09-11,13
2168-09-12,11
2168-09-13,20
2168-09-14,18
2168-09-15,11
2168-09-16,15
2168-09-17,8
2168-09-18,18
2168-09-19,17
2168-09-20,13
2168-09-21,15
2168-09-22,12
2168-09-23,14
2168-09-24,11
2168-09-25,15
2168-09-26,18
2168-09-27,15
2168-09-28,14
2168-09-29,15
2168-09-30,10
2168-10-01,14
2168-10-02,14
2168-10-03,14
2168-10-04,20
2168-10-05,11
2168-10-06,12
2168-10-07,16
2168-10-08,15
2168-10-09,14
2168-10-10,17
2168-10-11,11
2168-10-12,14
2168-10-13,17
2168-10-14,14
2168-10-15,21
2168-10-16,10
2168-10-17,16
2168-10-18,11
2168-10-19,9
2168-10-20,11
2168-10-21,13
2168-10-22,14
2168-10-23,13
2168-10-24,15
2168-10-25,12
2168-10-26,12
2168-10-27,13
2168-10-28,19
2168-10-29,9
2168-10-30,15
2168-10-31,12
2168-11-01,15
2168-11-02,15
2168-11-03,13
2168-11-04,7
2168-11-05,14
2168-11-06,13
2168-11-07,12
2168-11-08,10
2168-11-09,18
2168-11-10,15
2168-11-11,19
2168-11-12,3
2168-11-13,15
2168-11-14,14
2168-11-15,21
2168-11-16,14
2168-11-17,15
2168-11-18,18
2168-11-19,12
2168-11-20,15
2168-11-21,19
2168-11-22,13
2168-11-23,13
2168-11-24,12
2168-11-25,15
2168-11-26,16
2168-11-27,10
2168-11-28,15
2168-11-29,16
2168-11-30,15
2168-12-01,7
2168-12-02,14
2168-12-03,11
2168-12-04,9
2168-12-05,10
2168-12-06,18
2168-12-07,10
2168-12-08,13
2168-12-09,18
2168-12-10,10
2168-12-11,8
2168-12-12,18
2168-12-13,14
2168-12-14,17
2168-12-15,22
2168-12-16,22
2168-12-17,14
2168-12-18,14
2168-12-19,12
2168-12-20,11
2168-12-21,25
2168-12-22,15
2168-12-23,12
2168-12-24,7
2168-12-25,12
2168-12-26,18
2168-12-27,8
2168-12-28,13
2168-12-29,11
2168-12-30,14
2168-12-31,10
2169-01-01,19
2169-01-02,13
2169-01-03,14
2169-01-04,15
2169-01-05,19
2169-01-06,12
2169-01-07,14
2169-01-08,17
2169-01-09,8
2169-01-10,16
2169-01-11,14
2169-01-12,14
2169-01-13,9
2169-01-14,13
2169-01-15,18
2169-01-16,15
2169-01-17,5
2169-01-18,15
2169-01-19,13
2169-01-20,13
2169-01-21,16
2169-01-22,12
2169-01-23,15
2169-01-24,16
2169-01-25,20
2169-01-26,14
2169-01-27,13
2169-01-28,16
2169-01-29,5
2169-01-30,18
2169-01-31,18
2169-02-01,14
2169-02-02,25
2169-02-03,15
2169-02-04,9
2169-02-05,17
2169-02-06,13
2169-02-07,16
2169-02-08,20
2169-02-09,18
2169-02-10,8
2169-02-11,16
2169-02-12,16
2169-02-13,12
2169-02-14,14
2169-02-15,12
2169-02-16,13
2169-02-17,19
2169-02-18,18
2169-02-19,13
2169-02-20,19
2169-02-21,15
2169-02-22,11
2169-02-23,13
2169-02-24,9
2169-02-25,15
2169-02-26,12
2169-02-27,17
2169-02-28,17
2169-03-01,12
2169-03-02,22
2169-03-03,14
2169-03-04,8
2169-03-05,6
2169-03-06,10
2169-03-07,11
2169-03-08,13
2169-03-09,11
2169-03-10,11
2169-03-11,15
2169-03-12,15
2169-03-13,13
2169-03-14,14
2169-03-15,9
2169-03-16,11
2169-03-17,7
2169-03-18,15
2169-03-19,19
2169-03-20,12
2169-03-21,14
2169-03-22,10
2169-03-23,14
2169-03-24,12
2169-03-25,15
2169-03-26,17
2169-03-27,14
2169-03-28,6
2169-03-29,17
2169-03-30,14
2169-03-31,12
2169-04-01,13
2169-04-02,18
2169-04-03,9
2169-04-04,11
2169-04-05,10
2169-04-06,16
2169-04-07,14
2169-04-08,17
2169-04-09,16
2169-04-10,14
2169-04-11,12
2169-04-12,8
2169-04-13,5
2169-04-14,20
2169-04-15,19
2169-04-16,14
2169-04-17,15
2169-04-18,18
2169-04-19,15
2169-04-20,17
2169-04-21,11
2169-04-22,15
2169-04-23,21
2169-04-24,18
2169-04-25,19
2169-04-26,15
2169-04-27,16
2169-04-28,15
2169-04-29,11
2169-04-30,17
2169-05-01,16
2169-05-02,15
2169-05-03,10
2169-05-04,12
2169-05-05,20
2169-05-06,18
2169-05-07,16
2169-05-08,10
2169-05-09,14
2169-05-10,13
2169-05-11,23
2169-05-12,15
2169-05-13,21
2169-05-14,12
2169-05-15,23
2169-05-16,15
2169-05-17,13
2169-05-18,11
2169-05-19,15
2169-05-20,17
2169-05-21,11
2169-05-22,12
2169-05-23,13
2169-05-24,17
2169-05-25,20
2169-05-26,16
2169-05-27,14
2169-05-28,14
2169-05-29,17
2169-05-30,21
2169-05-31,9
2169-06-01,10
2169-06-02,18
2169-06-03,14
2169-06-04,13
2169-06-05,16
2169-06-06,18
2169-06-07,16
2169-06-08,12
2169-06-09,13
2169-06-10,13
2169-06-11,17
2169-06-12,16
2169-06-13,13
2169-06-14,10
2169-06-15,10
2169-06-16,12
2169-06-17,14
2169-06-18,15
2169-06-19,16
2169-06-20,17
2169-06-21,17
2169-06-22,13
2169-06-23,22
2169-06-24,9
2169-06-25,11
2169-06-26,19
2169-06-27,12
2169-06-28,15
2169-06-29,12
2169-06-30,19
2169-07-01,15
2169-07-02,15
2169-07-03,15
2169-07-04,13
2169-07-05,13
2169-07-06,20
2169-07-07,17
2169-07-08,11
2169-07-09,16
2169-07-10,10
2169-07-11,18
2169-07-12,14
2169-07-13,15
2169-07-14,16
2169-07-15,18
2169-07-16,13
2169-07-17,8
2169-07-18,9
2169-07-19,9
2169-07-20,15
2169-07-21,19
2169-07-22,14
2169-07-23,8
2169-07-24,10
2169-07-25,18
2169-07-26,12
2169-07-27,15
2169-07-28,16
2169-07-29,12
2169-07-30,17
2169-07-31,15
2169-08-01,12
2169-08-02,16
2169-08-03,24
2169-08-04,12
2169-08-05,13
2169-08-06,13
2169-08-07,15
2169-08-08,17
2169-08-09,18
2169-08-10,5
2169-08-11,13
2169-08-12,17
2169-08-13,11
2169-08-14,9
2169-08-15,19
2169-08-16,18
2169-08-17,21
2169-08-18,15
2169-08-19,17
2169-08-20,14
2169-08-21,12
2169-08-22,18
2169-08-23,9
2169-08-24,20
2169-08-25,12
2169-08-26,13
2169-08-27,13
2169-08-28,9
2169-08-29,16
2169-08-30,8
2169-08-31,15
2169-09-01,16
2169-09-02,14
2169-09-03,13
2169-09-04,17
2169-09-05,8
2169-09-06,10
2169-09-07,17
2169-09-08,15
2169-09-09,13
2169-09-10,18
2169-09-11,11
2169-09-12,9
2169-09-13,13
2169-09-14,17
2169-09-15,11
2169-09-16,8
2169-09-17,12
2169-09-18,10
2169-09-19,10
2169-09-20,14
2169-09-21,14
2169-09-22,16
2169-09-23,9
2169-09-24,16
2169-09-25,15
2169-09-26,15
2169-09-27,16
2169-09-28,16
2169-09-29,9
2169-09-30,13
2169-10-01,17
2169-10-02,15
2169-10-03,12
2169-10-04,20
2169-10-05,19
2169-10-06,20
2169-10-07,17
2169-10-08,6
2169-10-09,16
2169-10-10,13
2169-10-11,15
2169-10-12,11
2169-10-13,18
2169-10-14,14
2169-10-15,22
2169-10-16,11
2169-10-17,15
2169-10-18,10
2169-10-19,20
2169-10-20,13
2169-10-21,20
2169-10-22,10
2169-10-23,14
2169-10-24,15
2169-10-25,23
2169-10-26,14
2169-10-27,13
2169-10-28,13
2169-10-29,10
2169-10-30,15
2169-10-31,12
2169-11-01,8
2169-11-02,15
2169-11-03,12
2169-11-04,11
2169-11-05,12
2169-11-06,12
2169-11-07,16
2169-11-08,15
2169-11-09,15
2169-11-10,22
2169-11-11,21
2169-11-12,20
2169-11-13,12
2169-11-14,16
2169-11-15,12
2169-11-16,25
2169-11-17,15
2169-11-18,14
2169-11-19,11
2169-11-20,16
2169-11-21,14
2169-11-22,16
2169-11-23,14
2169-11-24,18
2169-11-25,18
2169-11-26,6
2169-11-27,9
2169-11-28,13
2169-11-29,14
2169-11-30,15
2169-12-01,21
2169-12-02,15
2169-12-03,9
2169-12-04,19
2169-12-05,18
2169-12-06,5
2169-12-07,12
2169-12-08,15
2169-12-09,17
2169-12-10,9
2169-12-11,20
2169-12-12,13
2169-12-13,23
2169-12-14,7
2169-12-15,9
2169-12-16,7
2169-12-17,16
2169-12-18,17
2169-12-19,14
2169-12-20,14
2169-12-21,19
2169-12-22,14
2169-12-23,17
2169-12-24,12
2169-12-25,13
2169-12-26,10
2169-12-27,9
2169-12-28,19
2169-12-29,11
2169-12-30,14
2169-12-31,16
2170-01-01,13
2170-01-02,10
2170-01-03,18
2170-01-04,11
2170-01-05,27
2170-01-06,9
2170-01-07,15
2170-01-08,10
2170-01-09,10
2170-01-10,8
2170-01-11,15
2170-01-12,13
2170-01-13,16
2170-01-14,16
2170-01-15,22
2170-01-16,18
2170-01-17,16
2170-01-18,17
2170-01-19,13
2170-01-20,22
2170-01-21,10
2170-01-22,9
2170-01-23,8
2170-01-24,19
2170-01-25,17
2170-01-26,12
2170-01-27,19
2170-01-28,17
2170-01-29,12
2170-01-30,14
2170-01-31,8
2170-02-01,10
2170-02-02,11
2170-02-03,17
2170-02-04,14
2170-02-05,10
2170-02-06,15
2170-02-07,15
2170-02-08,12
2170-02-09,15
2170-02-10,13
2170-02-11,7
2170-02-12,7
2170-02-13,12
2170-02-14,15
2170-02-15,13
2170-02-16,14
2170-02-17,15
2170-02-18,14
2170-02-19,10
2170-02-20,16
2170-02-21,10
2170-02-22,7
2170-02-23,18
2170-02-24,19
2170-02-25,5
2170-02-26,11
2170-02-27,10
2170-02-28,14
2170-03-01,17
2170-03-02,19
2170-03-03,10
2170-03-04,16
2170-03-05,13
2170-03-06,15
2170-03-07,14
2170-03-08,18
2170-03-09,13
2170-03-10,11
2170-03-11,12
2170-03-12,12
2170-03-13,16
2170-03-14,16
2170-03-15,14
2170-03-16,17
2170-03-17,16
2170-03-18,13
2170-03-19,10
2170-03-20,9
2170-03-21,14
2170-03-22,18
2170-03-23,14
2170-03-24,27
2170-03-25,12
2170-03-26,9
2170-03-27,11
2170-03-28,13
2170-03-29,14
2170-03-30,9
2170-03-31,16
2170-04-01,12
2170-04-02,17
2170-04-03,11
2170-04-04,13
2170-04-05,17
2170-04-06,12
2170-04-07,19
2170-04-08,8
2170-04-09,11
2170-04-10,13
2170-04-11,16
2170-04-12,15
2170-04-13,17
2170-04-14,17
2170-04-15,14
2170-04-16,14
2170-04-17,13
2170-04-18,22
2170-04-19,14
2170-04-20,11
2170-04-21,14
2170-04-22,12
2170-04-23,13
2170-04-24,13
2170-04-25,19
2170-04-26,19
2170-04-27,19
2170-04-28,12
2170-04-29,16
2170-04-30,17
2170-05-01,7
2170-05-02,15
2170-05-03,19
2170-05-04,14
2170-05-05,7
2170-05-06,11
2170-05-07,12
2170-05-08,12
2170-05-09,10
2170-05-10,11
2170-05-11,9
2170-05-12,14
2170-05-13,18
2170-05-14,12
2170-05-15,10
2170-05-16,10
2170-05-17,16
2170-05-18,15
2170-05-19,18
2170-05-20,18
2170-05-21,16
2170-05-22,19
2170-05-23,15
2170-05-24,19
2170-05-25,15
2170-05-26,15
2170-05-27,17
2170-05-28,11
2170-05-29,20
2170-05-30,8
2170-05-31,13
2170-06-01,15
2170-06-02,15
2170-06-03,18
2170-06-04,12
2170-06-05,20
2170-06-06,17
2170-06-07,13
2170-06-08,18
2170-06-09,15
2170-06-10,14
2170-06-11,17
2170-06-12,22
2170-06-13,23
2170-06-14,20
2170-06-15,10
2170-06-16,13
2170-06-17,12
2170-06-18,13
2170-06-19,11
2170-06-20,13
2170-06-21,10
2170-06-22,8
2170-06-23,13
2170-06-24,10
2170-06-25,14
2170-06-26,11
2170-06-27,17
2170-06-28,14
2170-06-29,16
2170-06-30,16
2170-07-01,14
2170-07-02,13
2170-07-03,14
2170-07-04,10
2170-07-05,11
2170-07-06,28
2170-07-07,19
2170-07-08,15
2170-07-09,10
2170-07-10,13
2170-07-11,10
2170-07-12,9
2170-07-13,13
2170-07-14,15
2170-07-15,14
2170-07-16,20
2170-07-17,15
2170-07-18,24
2170-07-19,21
2170-07-20,10
2170-07-21,18
2170-07-22,8
2170-07-23,14
2170-07-24,11
2170-07-25,12
2170-07-26,14
2170-07-27,13
2170-07-28,9
2170-07-29,12
2170-07-30,18
2170-07-31,15
2170-08-01,12
2170-08-02,11
2170-08-03,15
2170-08-04,10
2170-08-05,16
2170-08-06,17
2170-08-07,16
2170-08-08,17
2170-08-09,11
2170-08-10,13
2170-08-11,17
2170-08-12,12
2170-08-13,13
2170-08-14,11
2170-08-15,16
2170-08-16,18
2170-08-17,16
2170-08-18,14
2170-08-19,17
2170-08-20,9
2170-08-21,17
2170-08-22,12
2170-08-23,19
2170-08-24,20
2170-08-25,11
2170-08-26,20
2170-08-27,13
2170-08-28,16
2170-08-29,13
2170-08-30,13
2170-08-31,14
2170-09-01,9
2170-09-02,14
2170-09-03,12
2170-09-04,11
2170-09-05,15
2170-09-06,10
2170-09-07,14
2170-09-08,23
2170-09-09,11
2170-09-10,13
2170-09-11,20
2170-09-12,13
2170-09-13,10
2170-09-14,15
2170-09-15,16
2170-09-16,20
2170-09-17,7
2170-09-18,12
2170-09-19,7
2170-09-20,13
2170-09-21,11
2170-09-22,12
2170-09-23,15
2170-09-24,9
2170-09-25,9
2170-09-26,18
2170-09-27,10
2170-09-28,28
2170-09-29,17
2170-09-30,11
2170-10-01,12
2170-10-02,10
2170-10-03,15
2170-10-04,15
2170-10-05,17
2170-10-06,10
2170-10-07,15
2170-10-08,8
2170-10-09,19
2170-10-10,10
2170-10-11,12
2170-10-12,13
2170-10-13,13
2170-10-14,14
2170-10-15,21
2170-10-16,23
2170-10-17,11
2170-10-18,19
2170-10-19,15
2170-10-20,15
2170-10-21,15
2170-10-22,10
2170-10-23,15
2170-10-24,19
2170-10-25,20
2170-10-26,14
2170-10-27,13
2170-10-28,17
2170-10-29,13
2170-10-30,14
2170-10-31,13
2170-11-01,7
2170-11-02,16
2170-11-03,20
2170-11-04,23
2170-11-05,18
2170-11-06,16
2170-11-07,8
2170-11-08,10
2170-11-09,15
2170-11-10,14
2170-11-11,12
2170-11-12,13
2170-11-13,22
2170-11-14,11
2170-11-15,11
2170-11-16,20
2170-11-17,11
2170-11-18,13
2170-11-19,15
2170-11-20,14
2170-11-21,13
2170-11-22,13
2170-11-23,10
2170-11-24,17
2170-11-25,17
2170-11-26,19
2170-11-27,15
2170-11-28,16
2170-11-29,14
2170-11-30,13
2170-12-01,19
2170-12-02,10
2170-12-03,14
2170-12-04,21
2170-12-05,14
2170-12-06,6
2170-12-07,7
2170-12-08,12
2170-12-09,17
2170-12-10,11
2170-12-11,9
2170-12-12,15
2170-12-13,11
2170-12-14,10
2170-12-15,13
2170-12-16,6
2170-12-17,10
2170-12-18,14
2170-12-19,10
2170-12-20,13
2170-12-21,10
2170-12-22,8
2170-12-23,12
2170-12-24,17
2170-12-25,11
2170-12-26,17
2170-12-27,15
2170-12-28,18
2170-12-29,16
2170-12-30,15
2170-12-31,11
2171-01-01,17
2171-01-02,12
2171-01-03,11
2171-01-04,11
2171-01-05,12
2171-01-06,18
2171-01-07,11
2171-01-08,16
2171-01-09,15
2171-01-10,8
2171-01-11,11
2171-01-12,12
2171-01-13,22
2171-01-14,16
2171-01-15,15
2171-01-16,13
2171-01-17,10
2171-01-18,16
2171-01-19,10
2171-01-20,11
2171-01-21,16
2171-01-22,16
2171-01-23,18
2171-01-24,17
2171-01-25,14
2171-01-26,16
2171-01-27,13
2171-01-28,10
2171-01-29,16
2171-01-30,11
2171-01-31,16
2171-02-01,14
2171-02-02,11
2171-02-03,11
2171-02-04,12
2171-02-05,21
2171-02-06,8
2171-02-07,14
2171-02-08,15
2171-02-09,13
2171-02-10,14
2171-02-11,13
2171-02-12,20
2171-02-13,19
2171-02-14,14
2171-02-15,11
2171-02-16,10
2171-02-17,5
2171-02-18,16
2171-02-19,21
2171-02-20,13
2171-02-21,9
2171-02-22,17
2171-02-23,11
2171-02-24,10
2171-02-25,15
2171-02-26,17
2171-02-27,14
2171-02-28,12
2171-03-01,10
2171-03-02,15
2171-03-03,8
2171-03-04,11
2171-03-05,14
2171-03-06,18
2171-03-07,14
2171-03-08,12
2171-03-09,12
2171-03-10,17
2171-03-11,17
2171-03-12,9
2171-03-13,15
2171-03-14,12
2171-03-15,13
2171-03-16,8
2171-03-17,17
2171-03-18,12
2171-03-19,10
2171-03-20,14
2171-03-21,14
2171-03-22,15
2171-03-23,14
2171-03-24,11
2171-03-25,17
2171-03-26,9
2171-03-27,16
2171-03-28,23
2171-03-29,11
2171-03-30,13
2171-03-31,15
2171-04-01,12
2171-04-02,18
2171-04-03,17
2171-04-04,22
2171-04-05,16
2171-04-06,12
2171-04-07,22
2171-04-08,19
2171-04-09,14
2171-04-10,15
2171-04-11,14
2171-04-12,11
2171-04-13,9
2171-04-14,8
2171-04-15,17
2171-04-16,10
2171-04-17,15
2171-04-18,18
2171-04-19,12
2171-04-20,9
2171-04-21,13
2171-04-22,15
2171-04-23,17
2171-04-24,17
2171-04-25,14
2171-04-26,17
2171-04-27,11
2171-04-28,14
2171-04-29,6
2171-04-30,12
2171-05-01,16
2171-05-02,18
2171-05-03,14
2171-05-04,16
2171-05-05,15
2171-05-06,11
2171-05-07,12
2171-05-08,17
2171-05-09,13
2171-05-10,18
2171-05-11,10
2171-05-12,14
2171-05-13,13
2171-05-14,18
2171-05-15,11
2171-05-16,9
2171-05-17,16
2171-05-18,12
2171-05-19,9
2171-05-20,13
2171-05-21,20
2171-05-22,16
2171-05-23,10
2171-05-24,16
2171-05-25,14
2171-05-26,12
2171-05-27,18
2171-05-28,12
2171-05-29,19
2171-05-30,15
2171-05-31,15
2171-06-01,13
2171-06-02,14
2171-06-03,14
2171-06-04,14
2171-06-05,7
2171-06-06,20
2171-06-07,18
2171-06-08,16
2171-06-09,20
2171-06-10,15
2171-06-11,17
2171-06-12,9
2171-06-13,21
2171-06-14,17
2171-06-15,12
2171-06-16,10
2171-06-17,9
2171-06-18,14
2171-06-19,6
2171-06-20,19
2171-06-21,18
2171-06-22,17
2171-06-23,8
2171-06-24,16
2171-06-25,22
2171-06-26,14
2171-06-27,13
2171-06-28,14
2171-06-29,21
2171-06-30,17
2171-07-01,24
2171-07-02,18
2171-07-03,15
2171-07-04,13
2171-07-05,16
2171-07-06,15
2171-07-07,8
2171-07-08,20
2171-07-09,11
2171-07-10,8
2171-07-11,21
2171-07-12,8
2171-07-13,13
2171-07-14,14
2171-07-15,17
2171-07-16,14
2171-07-17,20
2171-07-18,17
2171-07-19,21
2171-07-20,20
2171-07-21,14
2171-07-22,7
2171-07-23,15
